cd_cid ;cid - descricao;cd_subgrupo;subgrupo_descricao;cid_grupo;cid_capitulo
Y21.6; Afogamento e Submersão, Intenção Não Determinada   Áreas Industriais e em Construção ;Y21; Afogamento e Submersão, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y21.7; Afogamento e Submersão, Intenção Não Determinada   Fazenda ;Y21; Afogamento e Submersão, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y21.8; Afogamento e Submersão, Intenção Não Determinada   Outros Locais Especificados ;Y21; Afogamento e Submersão, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y21.9; Afogamento e Submersão, Intenção Não Determinada   Local Não Especificado ;Y21; Afogamento e Submersão, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y22.0; Disparo de Pistola, Intenção Não Determinada   Residência ;Y22; Disparo de Pistola, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y22.1; Disparo de Pistola, Intenção Não Determinada   Habitação Coletiva ;Y22; Disparo de Pistola, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y22.2; Disparo de Pistola, Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y22; Disparo de Pistola, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y22.3; Disparo de Pistola, Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y22; Disparo de Pistola, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y22.4; Disparo de Pistola, Intenção Não Determinada   Rua e Estrada ;Y22; Disparo de Pistola, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y22.5; Disparo de Pistola, Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y22; Disparo de Pistola, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y22.6; Disparo de Pistola, Intenção Não Determinada   Áreas Industriais e em Construção ;Y22; Disparo de Pistola, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y22.7; Disparo de Pistola, Intenção Não Determinada   Fazenda ;Y22; Disparo de Pistola, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y22.8; Disparo de Pistola, Intenção Não Determinada   Outros Locais Especificados ;Y22; Disparo de Pistola, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y22.9; Disparo de Pistola, Intenção Não Determinada   Local Não Especificado ;Y22; Disparo de Pistola, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y23.0; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada   Residência ;Y23; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y23.1; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada   Habitação Coletiva ;Y23; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y23.2; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y23; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y23.3; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y23; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y23.4; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada   Rua e Estrada ;Y23; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y23.5; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y23; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y23.6; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada   Áreas Industriais e em Construção ;Y23; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y23.7; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada   Fazenda ;Y23; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y23.8; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada   Outros Locais Especificados ;Y23; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y23.9; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada   Local Não Especificado ;Y23; Disparo de Fuzil, Carabina e Arma de Fogo de Maior Calibre, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y24.0; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada   Residência ;Y24; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y24.1; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada   Habitação Coletiva ;Y24; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y24.2; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y24; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y24.3; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y24; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y24.4; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada   Rua e Estrada ;Y24; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y24.5; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y24; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y24.6; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada   Áreas Industriais e em Construção ;Y24; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y24.7; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada   Fazenda ;Y24; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y24.8; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada   Outros Locais Especificados ;Y24; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y24.9; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada   Local Não Especificado ;Y24; Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y25.0; Contato Com Material Explosivo, Intenção Não Determinada   Residência ;Y25; Contato Com Material Explosivo, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y25.1; Contato Com Material Explosivo, Intenção Não Determinada   Habitação Coletiva ;Y25; Contato Com Material Explosivo, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y25.2; Contato Com Material Explosivo, Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y25; Contato Com Material Explosivo, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y25.3; Contato Com Material Explosivo, Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y25; Contato Com Material Explosivo, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y25.4; Contato Com Material Explosivo, Intenção Não Determinada   Rua e Estrada ;Y25; Contato Com Material Explosivo, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y25.5; Contato Com Material Explosivo, Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y25; Contato Com Material Explosivo, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y25.6; Contato Com Material Explosivo, Intenção Não Determinada   Áreas Industriais e em Construção ;Y25; Contato Com Material Explosivo, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y25.7; Contato Com Material Explosivo, Intenção Não Determinada   Fazenda ;Y25; Contato Com Material Explosivo, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y25.8; Contato Com Material Explosivo, Intenção Não Determinada   Outros Locais Especificados ;Y25; Contato Com Material Explosivo, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y25.9; Contato Com Material Explosivo, Intenção Não Determinada   Local Não Especificado ;Y25; Contato Com Material Explosivo, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y26.0; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada   Residência ;Y26; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y26.1; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada   Habitação Coletiva ;Y26; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y26.2; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y26; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y26.3; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y26; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y26.4; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada   Rua e Estrada ;Y26; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y26.5; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y26; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y26.6; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada   Áreas Industriais e em Construção ;Y26; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y26.7; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada   Fazenda ;Y26; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y26.8; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada   Outros Locais Especificados ;Y26; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y26.9; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada   Local Não Especificado ;Y26; Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y27.0; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada   Residência ;Y27; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y27.1; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada   Habitação Coletiva ;Y27; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y27.2; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y27; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y27.3; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y27; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y27.4; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada   Rua e Estrada ;Y27; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y27.5; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y27; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y27.6; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada   Áreas Industriais e em Construção ;Y27; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y27.7; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada   Fazenda ;Y27; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y27.8; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada   Outros Locais Especificados ;Y27; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y27.9; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada   Local Não Especificado ;Y27; Exposição a Vapor de Água, Gases ou Objetos Quentes, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y28.0; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada   Residência ;Y28; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y28.1; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada   Habitação Coletiva ;Y28; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y28.2; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y28; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y28.3; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y28; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y28.4; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada   Rua e Estrada ;Y28; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y28.5; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y28; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y28.6; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada   Áreas Industriais e em Construção ;Y28; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y28.7; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada   Fazenda ;Y28; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y28.8; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada   Outros Locais Especificados ;Y28; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y28.9; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada   Local Não Especificado ;Y28; Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y29.0; Contato Com Objeto Contundente, Intenção Não Determinada   Residência ;Y29; Contato Com Objeto Contundente, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y29.1; Contato Com Objeto Contundente, Intenção Não Determinada   Habitação Coletiva ;Y29; Contato Com Objeto Contundente, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y29.2; Contato Com Objeto Contundente, Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y29; Contato Com Objeto Contundente, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y29.3; Contato Com Objeto Contundente, Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y29; Contato Com Objeto Contundente, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y29.4; Contato Com Objeto Contundente, Intenção Não Determinada   Rua e Estrada ;Y29; Contato Com Objeto Contundente, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y29.5; Contato Com Objeto Contundente, Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y29; Contato Com Objeto Contundente, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y29.6; Contato Com Objeto Contundente, Intenção Não Determinada   Áreas Industriais e em Construção ;Y29; Contato Com Objeto Contundente, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y29.7; Contato Com Objeto Contundente, Intenção Não Determinada   Fazenda ;Y29; Contato Com Objeto Contundente, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y29.8; Contato Com Objeto Contundente, Intenção Não Determinada   Outros Locais Especificados ;Y29; Contato Com Objeto Contundente, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y29.9; Contato Com Objeto Contundente, Intenção Não Determinada   Local Não Especificado ;Y29; Contato Com Objeto Contundente, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y30.0; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada   Residência ;Y30; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y30.1; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada   Habitação Coletiva ;Y30; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y30.2; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y30; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y30.3; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y30; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y30.4; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada   Rua e Estrada ;Y30; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y30.5; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y30; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y30.6; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada   Áreas Industriais e em Construção ;Y30; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y30.7; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada   Fazenda ;Y30; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y30.8; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada   Outros Locais Especificados ;Y30; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y30.9; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada   Local Não Especificado ;Y30; Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y31.0; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada   Residência ;Y31; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y31.1; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada   Habitação Coletiva ;Y31; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y31.2; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada   Escolas, Outras Instituições e Áreas de Administração Pública ;Y31; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y31.3; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada   Área Para a Prática de Esportes e Atletismo ;Y31; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y31.4; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada   Rua e Estrada ;Y31; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y31.5; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada   Áreas de Comércio e de Serviços ;Y31; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y31.6; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada   Áreas Industriais e em Construção ;Y31; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y31.7; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada   Fazenda ;Y31; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y31.8; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada   Outros Locais Especificados ;Y31; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y31.9; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada   Local Não Especificado ;Y31; Queda, Permanência ou Corrida Diante de um Objeto em Movimento, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
Y32.0; Impacto de um Veículo a Motor, Intenção Não Determinada   Residência ;Y32; Impacto de um Veículo a Motor, Intenção Não Determinada ;Eventos (fatos) cuja intenção é indeterminada;XX. Causas externas de morbidade e mortalidade
